39.9510612	-75.1656189
52.6682396	-1.003571
46.2038116	6.1399651
51.5001526	-0.126236
55.9501915	-3.1875529
51.4891129	-0.11067
53.1946983	5.645
40.83998	14.25254
51.0343895	2.3768051
53.410778	-2.977838
51.5001526	-0.126236
51.5001526	-0.126236
51.4109726	-0.834926
51.4553146	-2.591902
51.5001526	-0.126236
51.7004471	-3.038795
53.3440971	-6.2674861
51.5001526	-0.126236
51.8978729	-8.4710875
51.8998375	-0.202583
50.8069267	-2.332969
51.8716812	0.363395
51.807682	-1.63666
51.5001526	-0.126236
56.4614296	-2.968111
52.5853348	-2.1319251
51.5001526	-0.126236
51.5001526	-0.126236
48.16244	16.38143
53.0064583	-1.127903
54.8950615	-2.933553
52.6281013	1.299349
39.9897499	-75.1177521
51.7537422	-1.26346
51.5391884	-0.142505
51.5001526	-0.126236
48.8568954	2.3508489
53.2348633	-0.538436
51.2376442	-0.205832
50.9049644	-1.403234
51.5001526	-0.126236
52.1920357	-2.223532
53.3440971	-6.2674861
51.4815407	-0.026526
50.958004	1.852443
51.7358475	0.469706
55.8656845	-4.2571378
52.4828987	-1.8934619
55.9421501	-3.053745
51.5001526	-0.126236
46.51963	6.63213
52.526207	-7.138628
53.1336975	-1.006416
46.5110054	6.4999728
38.2560768	-85.7515717
53.1914558	-2.8950069
46.578743	0.338475
51.5001526	-0.126236
51.4787903	-0.010677
50.7603188	-3.8099051
53.2348633	-0.538436
51.5001526	-0.126236
52.4828987	-1.8934619
52.6468391	0.688471
52.6281013	1.299349
54.4850807	-0.617072
53.392662	-2.587003
51.5001526	-0.126236
52.0593071	1.155672
50.8069267	-2.332969
51.5001526	-0.126236
51.5001526	-0.126236
51.5001526	-0.126236
50.798912	-1.091163
51.58932	4.77447
51.5001526	-0.126236
53.4430008	-1.949
51.5001526	-0.126236
51.5001526	-0.126236
51.5568504	-0.178441
52.0593071	1.155672
51.5568504	-0.178441
51.5001526	-0.126236
51.5001526	-0.126236
51.277256	1.0804549
42.3589935	-71.0586319
53.2348633	-0.538436
51.5001526	-0.126236
52.6281013	1.299349
52.4828987	-1.8934619
55.75654	37.61492
51.5001526	-0.126236
50.2831268	-3.777514
53.410778	-2.977838
53.3830566	-1.464795
50.2136459	-5.3007808
52.6281013	1.299349
52.6281013	1.299349
51.5001526	-0.126236
51.5001526	-0.126236
51.5001526	-0.126236
51.380722	0.529774
56.0348167	9.3190718
51.5001526	-0.126236
55.5456123	-2.014524
55.5456123	-2.014524
52.33923	-6.46004
51.5001526	-0.126236
51.3881645	-0.507758
51.3881645	-0.507758
51.5001526	-0.126236
52.2262764	-2.738728
53.3440971	-6.2674861
51.5001526	-0.126236
51.5001526	-0.126236
50.6087952	-2.4541459
47.5596161	7.5806112
51.5001526	-0.126236
38.0310478	-78.4741592
52.9133453	-2.0387261
51.5001526	-0.126236
51.5001526	-0.126236
51.5001526	-0.126236
53.9577446	-1.0822591
55.9501915	-3.1875529
55.9501915	-3.1875529
50.8195229	-0.13642
52.9869728	-3.039403
53.3440971	-6.2674861
51.5001526	-0.126236
51.5001526	-0.126236
57.1474762	-2.095396
52.3953362	-0.727849
50.3703804	-4.142653
51.5001526	-0.126236
52.2204247	1.342106
51.5001526	-0.126236
51.5001526	-0.126236
51.616	-8.89504
53.9577446	-1.0822591
51.22056	4.39931
54.8807487	-4.187119
51.5001526	-0.126236
51.5001526	-0.126236
-31.95224	115.8613968
55.9501915	-3.1875529
55.9501915	-3.1875529
52.6682396	-1.003571
52.7642517	-0.88565
51.5001526	-0.126236
53.410778	-2.977838
42.3589935	-71.0586319
53.9577446	-1.0822591
51.5001526	-0.126236
53.3440971	-6.2674861
45.4204216	-75.6924286
53.3440971	-6.2674861
51.5001526	-0.126236
55.0177689	-1.422886
55.9501915	-3.1875529
54.1387749	-1.5242701
51.5001526	-0.126236
54.0972023	13.3879375
52.634861	-1.12906
47.3670006	8.5500002
52.0417557	0.728226
51.5001526	-0.126236
54.3267899	-2.7475779
51.5001526	-0.126236
52.8443489	-8.9829941
55.9501915	-3.1875529
51.20942	3.2252
51.481308	-3.1804979
51.5001526	-0.126236
51.4663773	0.008342
51.5001526	-0.126236
52.6682396	-1.003571
55.7704201	-2.005266
51.5001526	-0.126236
